session_id,sample_idx,dt,imu0_ax,imu0_ay,imu0_az,imu0_gx,imu0_gy,imu0_gz,imu1_ax,imu1_ay,imu1_az,imu1_gx,imu1_gy,imu1_gz,ts,imu0_ax_f,imu0_gx_f,imu0_ay_f,imu0_gy_f,imu0_az_f,imu0_gz_f,imu1_ax_f,imu1_gx_f,imu1_ay_f,imu1_gy_f,imu1_az_f,imu1_gz_f,time_s,knee_angle_imu,thigh_pitch,shank_pitch
20260218_175550,275,0.01,0.201,-8.332,-5.25,0.0218695652173913,0.0396722408026755,-0.0038896321070234,0.19,-9.84,-0.097,0.0352173913043478,0.0588327759197324,-0.0204046822742474,468827,0.2018544720452618,0.0097943901312521,-8.32622414498385,0.004314098775514,-5.301200869817256,-0.0071952224308763,0.2446591607679202,0.0159839056868127,-9.799831244932165,0.0191276868624074,-0.1308096230447037,-0.0300611744220889,2.77,178.6692369450888,0.6647453244654044,1.9955083793766515
20260218_175550,276,0.01,0.13,-8.365,-5.213,0.0158695652173913,0.0446722408026755,0.0011103678929765,0.01,-9.812,-0.111,0.0332173913043478,0.0818327759197324,-0.0254046822742474,468837,0.1919033495604947,0.0100430283448918,-8.318128657478674,0.0016601871334364,-5.303677354914374,-0.01049717281658,0.2149343283823294,0.0174135322779376,-9.799241486032692,0.0113997884664528,-0.1141693927569217,-0.0303496608855098,2.78,178.6757730649263,0.6682360053835429,1.992462940457084
20260218_175550,277,0.01,0.089,-8.344,-5.256,0.0198695652173913,0.0456722408026755,0.0021103678929765,-0.111,-9.741,-0.036,0.0202173913043478,0.0728327759197324,-0.0344046822742474,468847,0.1816973911696272,0.0094997884428795,-8.309043541530153,-0.0028500824490164,-5.307420788627481,-0.0139251228253851,0.1880417492903977,0.0188728898624508,-9.798653449569828,0.0008768406527591,-0.1044312684497721,-0.0298868606881318,2.79,178.68481776342617,0.6695113351327567,1.9846935717070129
20260218_175550,278,0.01,0.141,-8.282,-5.221,0.0188695652173913,0.0276722408026755,0.0031103678929765,-0.053,-9.758,-0.08,0.0112173913043478,0.0098327759197324,-0.0354046822742474,468857,0.171533694200985,0.0082754694481736,-8.299502629523168,-0.0088023069582516,-5.3123650532121465,-0.0172784524926159,0.1664660446079427,0.0204341597494351,-9.798066204260254,-0.0124235263293896,-0.1031513409580444,-0.0286670003249741,2.8,178.69538338810287,0.6686298518551396,1.9732464637519946
20260218_175550,279,0.01,0.169,-8.247,-5.336,0.0018695652173913,-0.0113277591973244,-0.0058896321070234,0.086,-9.779,-0.109,0.0032173913043478,-0.0371672240802675,-0.0324046822742474,468867,0.1615863562631906,0.0065507278163322,-8.29007987704574,-0.0155391559740758,-5.318148643189503,-0.0202774304289771,0.1516657757744823,0.0221286979115515,-9.797430750031085,-0.0280323168449162,-0.1110915321612338,-0.0267396041820463,2.81,178.706290804815,0.6656881693794138,1.9593973645647011
20260218_175550,280,0.01,0.171,-8.242,-5.385,-0.0091304347826086,-0.0523277591973244,-0.0238896321070234,0.183,-9.857,0.206,-0.0047826086956521,-0.0431672240802675,-0.0294046822742474,468877,0.1519647229688672,0.0045459290689679,-8.281324365355417,-0.0222872103328448,-5.324170742108876,-0.0225968759826991,0.1439920398909201,0.0239146843628658,-9.796656830757849,-0.0450626942971417,-0.1280422698825542,-0.0242109648611548,2.82,178.71635378148025,0.6608083371802386,1.9444545557000255
20260218_175550,281,0.01,0.203,-8.303,-5.299,-0.0131304347826086,-0.0853277591973244,-0.0378896321070234,0.251,-9.857,-0.111,0.0202173913043478,-0.0741672240802675,-0.0264046822742474,468887,0.1428040870921652,0.0024861086798239,-8.273700595919586,-0.0283118835577294,-5.329709508898453,-0.0239174052390669,0.1428654543392357,0.025658941155176,-9.79563315716454,-0.062317035516813,-0.1527991330828529,-0.0212378028370662,2.83,178.72454532321007,0.6541429833488465,1.9295976601388745
20260218_175550,282,0.01,0.196,-8.286,-5.366,-0.0091304347826086,-0.1033277591973244,-0.0498896321070234,0.323,-9.779,-0.409,0.0312173913043478,-0.1091672240802675,-0.0184046822742474,468897,0.1343547578856481,0.0005689340224466,-8.267545541049852,-0.0330638338127529,-5.334072272598701,-0.023983877129838,0.1471279361126306,0.0271401547588529,-9.794252417712386,-0.078442648820915,-0.1833078457256073,-0.0180124461177769,2.84,178.73011592286932,0.6458974030447101,1.9157814801757138
20260218_175550,283,0.01,0.183,-8.266,-5.404,0.0018695652173913,-0.0843277591973244,-0.0458896321070234,0.307,-9.705,-0.159,0.0322173913043478,-0.1011672240802675,-0.0094046822742474,468907,0.1270336545336791,-0.0010576326663031,-8.26304696420551,-0.0362799388225449,-5.336741558120938,-0.0226570615807161,0.1554494081946359,0.0280746654138452,-9.792432243447813,-0.0921063573769675,-0.2169532732080898,-0.0147411690116178,2.85,178.7326482754754,0.6363606473987821,1.9037123719232643
20260218_175550,284,0.01,0.159,-8.236,-5.336,0.0038695652173913,-0.0523277591973244,-0.0338896321070234,0.225,-9.777,-0.357,0.0352173913043478,-0.1211672240802675,-0.0044046822742474,468917,0.1214127705760454,-0.0023047759228317,-8.260241823125748,-0.0380126416905969,-5.337484295219119,-0.01994505772849,0.1666741690686209,0.0281597862500965,-9.790130334990783,-0.1021594524836022,-0.2509301943939385,-0.0116193978075959,2.86,178.7320483171283,0.6259327740502357,1.8938844569218891
20260218_175550,285,0.01,0.079,-8.262,-5.39,-0.0041304347826086,-0.0293277591973244,-0.0208896321070234,0.202,-9.826,-0.444,0.0292173913043478,-0.1521672240802675,-0.0024046822742474,468927,0.1181376026873801,-0.0031403264254725,-8.259032603250535,-0.0385805266791855,-5.336399986606794,-0.0160058176986214,0.18002839823393,0.0271256845497323,-9.787358091868626,-0.1077697329996122,-0.282615796889708,-0.0088087096552439,2.87,178.728484636858,0.615134440680953,1.8866498038229533
20260218_175550,286,0.01,0.081,-8.218,-5.415,0.0088695652173913,-0.0193277591973244,-0.0138896321070234,0.17,-9.824,-0.288,0.0292173913043478,-0.1151672240802675,0.0005953177257525,468937,0.1177903554188714,-0.0035781861631204,-8.259221115498992,-0.0384543358212803,-5.33389530129285,-0.0111197332916099,0.1951623612913563,0.0247859003761861,-9.784195208237788,-0.1085049196865661,-0.3098729341030588,-0.0064204703819304,2.88,178.72229545588564,0.6045884674366303,1.8822930115511047
20260218_175550,287,0.01,0.096,-8.219,-5.323,0.0048695652173913,0.0146722408026755,0.0081103678929765,0.129,-9.791,-0.276,0.0382173913043478,-0.0841672240802675,-0.0004046822742474,468947,0.120730534528091,-0.0036643803958586,-8.260559395070807,-0.0381096520238453,-5.330587295406605,-0.00563913299073,0.2120499928289824,0.0210776989671136,-9.780800300929783,-0.1043607574118642,-0.3312400787175252,-0.0045095133607844,2.89,178.71388436121174,0.5949699168834789,1.8810855556718167
20260218_175550,288,0.01,0.074,-8.303,-5.213,-0.0121304347826086,0.0336722408026755,0.0311103678929765,0.167,-9.782,-0.386,0.0222173913043478,-0.0971672240802675,-0.0044046822742474,468957,0.1269536634701795,-0.0034634693784056,-8.262813563723299,-0.0378857391892676,-5.327154481025589,7.248658622978929e-05,0.2308012365940249,0.0160855244098704,-9.77740845469564,-0.095736650135641,-0.3459959934741631,-0.0030788659964295,2.9,178.70362383330365,0.5869295195980827,1.8833056862946362
20260218_175550,289,0.01,0.066,-8.347,-5.221,-0.0161304347826086,0.0216722408026755,0.0371103678929765,0.232,-9.766,-0.366,0.0162173913043478,-0.0791672240802675,-0.0064046822742474,468967,0.1360056933504493,-0.0030470421052991,-8.265829401859582,-0.0378881202158498,-5.324171299657606,0.0056960020187817,0.2514538418899282,0.0100434606067887,-9.774310171015648,-0.0833697582889036,-0.3541139868106353,-0.0020938591928389,2.91,178.69178085928095,0.5810025646079527,1.8892217053270488
20260218_175550,290,0.01,0.109,-8.322,-5.318,-0.0041304347826086,-0.0233277591973244,0.0241103678929765,0.214,-9.729,-0.316,0.0072173913043478,-0.0491672240802675,-0.0084046822742474,468977,0.146978687879529,-0.002483980984554,-8.269581446239764,-0.0379608781640962,-5.321970105903072,0.0109929830358958,0.2738038348450511,0.0033159249045997,-9.771814219369224,-0.0682428815021737,-0.3561355735904011,-0.0015017169507449,2.92,178.6784731952718,0.577520007167922,1.8990468118962731
20260218_175550,291,0.01,0.185,-8.243,-5.312,0.0028695652173913,-0.0673277591973244,0.0081103678929765,0.248,-9.768,-0.333,-0.0147826086956521,-0.0321672240802675,-0.0094046822742474,468987,0.1585958718219178,-0.0018313616295544,-8.274186684991916,-0.0377355712386896,-5.3205680186775925,0.0158146391705833,0.297314770927311,-0.0036403999685091,-9.770203202064431,-0.0514817269783785,-0.3529977635845528,-0.0012515294364348,2.93,178.66365920174275,0.5765396358087186,1.9128804340661647
20260218_175550,292,0.01,0.189,-8.283,-5.3,0.0008695652173913,-0.0693277591973244,0.0071103678929765,0.328,-9.787,-0.328,-0.0257826086956521,-0.0321672240802675,-0.0054046822742474,468997,0.1693740924895099,-0.0011257885878564,-8.279873083542554,-0.0367420215161884,-5.31967498030476,0.0200839825967128,0.3211229809062808,-0.0103269981590369,-9.769691791491466,-0.0342546548789769,-0.3458479407256436,-0.0013097142509156,2.94,178.64715884566033,0.5778123386585315,1.9306534929982715
20260218_175550,293,0.01,0.211,-8.272,-5.369,0.0128695652173913,-0.0773277591973244,0.0041103678929765,0.303,-9.815,-0.233,-0.0187826086956521,-0.0261672240802675,-0.0014046822742474,469007,0.1778336119527538,-0.0003767560466713,-8.2869084767561,-0.0345491568181502,-5.318774753022358,0.0237602263039756,0.3441341771035916,-0.0162579906364444,-9.77039407954338,-0.0176838602758923,-0.3358775262092455,-0.0016675908484501,2.95,178.62869856295995,0.5807921989317378,1.9520936359716874
20260218_175550,294,0.01,0.229,-8.258,-5.35,0.0058695652173913,-0.0783277591973244,0.0081103678929765,0.374,-9.739,-0.359,-0.0127826086956521,-0.0121672240802675,-0.0044046822742474,469017,0.1827144428973772,0.0004353362437202,-8.295508213712589,-0.0308971740830584,-5.317252920454323,0.0267992588337575,0.3651876628901224,-0.0210105618384105,-9.7723019363731,-0.0027720120756983,-0.3241986177757796,-0.002340016957704,2.96,178.60796903335017,0.5846907228325907,1.976721689482435
20260218_175550,295,0.01,0.22,-8.295,-5.337,-0.0001304347826086,-0.0753277591973244,0.0161103678929765,0.487,-9.746,-0.297,-0.0347826086956521,-0.0011672240802675,-0.0014046822742474,469027,0.1831579878030306,0.0013544824809834,-8.30574488730073,-0.0257866249789573,-5.314538696006121,0.0291238529218629,0.3832490554943079,-0.0242654245810357,-9.775274810880456,0.0096558361818971,-0.3117758170016704,-0.0033564099668885,2.97,178.58468378151287,0.5885669720241936,2.0038831905112824
20260218_175550,296,0.01,0.224,-8.31,-5.318,-0.0021304347826086,-0.0363277591973244,0.0251103678929765,0.525,-9.747,-0.336,-0.0247826086956521,0.0128327759197324,0.0065953177257525,469037,0.178821132669652,0.0024376710487552,-8.317481056678766,-0.0195028154482436,-5.31022915394762,0.0306129103727603,0.3975829546892092,-0.0258341637955948,-9.779043430289772,0.0189969797226474,-0.2994106723161769,-0.0047472526651626,2.98,178.5586286066919,0.5914386071338739,2.0328100004421152
20260218_175550,297,0.01,0.219,-8.313,-5.325,-0.0041304347826086,0.0016722408026755,0.0351103678929765,0.531,-9.831,-0.275,-0.0257826086956521,0.0398327759197324,-0.0024046822742474,469047,0.1699040010053052,0.0037392197603843,-8.33033918566376,-0.0125712265513389,-5.304172738829221,0.0311125174681211,0.4078572918873824,-0.0256723524846184,-9.783231268728567,0.0249032008169078,-0.2877631269782119,-0.0065300181446176,2.99,178.52969663343313,0.5923951694580335,2.0626985360249086
20260218_175550,298,0.01,0.157,-8.303,-5.367,-0.0011304347826086,0.0326722408026755,0.0401103678929765,0.416,-9.782,-0.324,-0.0267826086956521,0.0508327759197324,-0.0104046822742474,469057,0.1570897206110956,0.0052949581970366,-8.343714823893137,-0.0056575340690931,-5.296500040704201,0.030465004651593,0.4141462198500454,-0.0238784955666819,-9.7873948351763,0.027298311404973,-0.2773873821585902,-0.0086981941964747,3.0,178.49790934629175,0.5906950879599594,2.0927857416681355
20260218_175550,299,0.01,0.086,-8.38,-5.261,0.0028695652173913,0.0526722408026755,0.0451103678929765,0.299,-9.766,-0.343,-0.0287826086956521,0.0338327759197324,-0.0124046822742474,469067,0.1414127640298551,0.0071104772847555,-8.356831000462101,0.0005601835519669,-5.287600970132819,0.0285473128516993,0.416829117766711,-0.0206796776047151,-9.791078342433924,0.0263769128938794,-0.2687596032348092,-0.0112157876288218,3.01,178.46342783410662,0.5858320633974187,2.1224042292909773
20260218_175550,300,0.01,0.037,-8.406,-5.213,0.0128695652173913,0.0486722408026755,0.0371103678929765,0.318,-9.793,-0.3,-0.0167826086956521,0.0208327759197324,-0.0134046822742474,469077,0.1240886397160511,0.0091562399646868,-8.36882428706963,0.0055134854844747,-5.27805818410001,0.0253078676461617,0.4164202377628189,-0.0164056410447777,-9.793874511900546,0.022580521106998,-0.262280449702568,-0.0140178597326248,3.02,178.42655914605203,0.5775639982666626,2.1510048522145975
20260218_175550,301,0.01,0.028,-8.405,-5.213,0.0098695652173913,0.0356722408026755,0.0311103678929765,0.333,-9.819,-0.234,-0.0057826086956521,0.0168327759197324,-0.0154046822742474,469087,0.1063468229458249,0.0113701148691457,-8.378846596457546,0.0088302890909581,-5.268556429029229,0.0207921451952684,0.4133898055829877,-0.011454040362782,-9.79548240645916,0.016550486351079,-0.2582459836491593,-0.0170161344575945,3.03,178.38776055028492,0.5659067244041566,2.1781461741190524
20260218_175550,302,0.01,0.068,-8.39,-5.233,0.0188695652173913,0.0156722408026755,0.0221103678929765,0.322,-9.833,-0.17,0.0012173913043478,0.0078327759197324,-0.0204046822742474,469097,0.0893055076722281,0.0136658009265655,-8.386163901896994,0.0103691261018204,-5.259792407212744,0.0151506537785806,0.4080398124184862,-0.0062508169728894,-9.79575305654737,0.0090617834153701,-0.2567956477998869,-0.0201079913966946,3.04,178.3476411667131,0.5511026592436897,2.203461492530545
20260218_175550,303,0.01,0.09,-8.386,-5.27,0.0218695652173913,-0.0113277591973244,0.0051103678929765,0.343,-9.817,-0.139,0.0102173913043478,-0.0051672240802675,-0.0264046822742474,469107,0.0739099820240559,0.0159443499487224,-8.390235986236076,0.0102003208706135,-5.252405025061257,0.0086280086605453,0.4004760223453514,-0.0012105853658877,-9.79471350806376,0.0009455057032427,-0.2578610068570471,-0.0231869700590984,3.05,178.30695737861384,0.5335784765506509,2.226621097936698
20260218_175550,304,0.01,0.098,-8.38,-5.319,0.0178695652173913,-0.0383277591973244,-0.0118896321070234,0.455,-9.777,-0.226,0.0022173913043478,-0.0171672240802675,-0.0324046822742474,469117,0.0609320206298035,0.0181057855022824,-8.390768770989578,0.0085488292457438,-5.246932323854372,0.001536776671494,0.390682441399312,0.0032981792571574,-9.792562178165689,-0.0069903235544812,-0.2611448107572052,-0.0261528708486026,3.06,178.2665965373922,0.5139046375331359,2.247308100140858
20260218_175550,305,0.01,0.136,-8.375,-5.298,0.0228695652173913,-0.0443277591973244,-0.0258896321070234,0.504,-9.793,-0.382,-0.0027826086956521,-0.0241672240802675,-0.0314046822742474,469127,0.0510057154992541,0.0200585049182991,-8.387738352130718,0.0057230825065671,-5.243786891871696,-0.0057764736336501,0.3786683928861548,0.0069798810381142,-9.789634674308395,-0.0140320058773509,-0.2661500538968059,-0.0289196368052282,3.07,178.22754356048358,0.4927640370506644,2.265220476567155
20260218_175550,306,0.01,0.103,-8.395,-5.207,0.0178695652173913,-0.0283277591973244,-0.0238896321070234,0.491,-9.745,-0.282,0.0042173913043478,-0.0361672240802675,-0.0294046822742474,469137,0.0446642341072291,0.0217253871890493,-8.381389987743654,0.0020552395918699,-5.243235176984238,-0.0129640554556666,0.3646322665191023,0.0096295156717018,-9.7863473041917,-0.0196152382160124,-0.2722563464517286,-0.0314197351607131,3.08,178.1908276397762,0.47092951112356174,2.28010187134722
20260218_175550,307,0.01,0.087,-8.407,-5.219,0.0158695652173913,-0.0033277591973244,-0.0208896321070234,0.422,-9.791,-0.346,0.0122173913043478,-0.0221672240802675,-0.0314046822742474,469147,0.0423455056504708,0.0230468182346464,-8.372215561460527,-0.0021295342197572,-5.245371269757777,-0.0197016660941322,0.3490791747679518,0.0111421780320344,-9.78313120520555,-0.0233584103412567,-0.2788192346395242,-0.0336048259693524,3.09,178.15745089816477,0.44924342787019345,2.2917925297053796
20260218_175550,308,0.01,0.025,-8.344,-5.25,0.0268695652173913,0.0226722408026755,-0.0198896321070234,0.303,-9.764,-0.278,0.0242173913043478,-0.0181672240802675,-0.0314046822742474,469157,0.0443508607889834,0.0239816494734444,-8.360911772984757,-0.0065110084588334,-5.2500875537749785,-0.0257012973624154,0.3328463617470422,0.0115154427427235,-9.78037085978697,-0.0250723193726625,-0.2852601770936244,-0.0354437158798646,3.1,178.1283057164323,0.4285894391260112,2.3002837226937625
20260218_175550,309,0.01,0.004,-8.345,-5.221,0.0298695652173913,0.0286722408026755,-0.0208896321070234,0.256,-9.782,-0.291,0.0162173913043478,-0.0211672240802675,-0.0344046822742474,469167,0.0507631917439799,0.0245071077116446,-8.348321380701618,-0.0107498955650527,-5.257054053586021,-0.0307143413943509,0.3170240250017429,0.0108447526242494,-9.778357325368694,-0.0247486160861371,-0.2911229056657106,-0.0369193241223874,3.11,178.1040908092179,0.40984792410570414,2.3057571148877964
20260218_175550,310,0.01,-0.007,-8.319,-5.239,0.0308695652173913,0.0196722408026755,-0.0228896321070234,0.279,-9.778,-0.371,0.0062173913043478,-0.0251672240802675,-0.0384046822742474,469177,0.0613518760235687,0.0246180661812936,-8.335362228243492,-0.014462315367127,-5.265719814833052,-0.034530456505032,0.302794894113066,0.0093112289851178,-9.777261270766376,-0.0225324880584865,-0.2960876794933767,-0.0380262856294499,3.12,178.08523730794593,0.3938323354192902,2.308595027473282
20260218_175550,311,0.01,0.001,-8.338,-5.291,0.0198695652173913,0.0116722408026755,-0.0238896321070234,0.244,-9.777,-0.184,0.0002173913043478,-0.0121672240802675,-0.0414046822742474,469187,0.0755026173275905,0.0243255866495274,-8.32295165177915,-0.0172140816808363,-5.275344303431461,-0.0369789480918542,0.2912384283069757,0.0071619137884076,-9.777126271226232,-0.018686419004087,-0.2999496159426562,-0.038770034481173,3.13,178.07185560278307,0.3812116289227305,2.3093560261394743
20260218_175550,312,0.01,0.062,-8.3,-5.305,0.0138695652173913,0.0016722408026755,-0.0258896321070234,0.223,-9.782,-0.285,0.0102173913043478,-0.0051672240802675,-0.0404046822742474,469197,0.0922073697120845,0.02365490207744,-8.311934757677271,-0.0185488218890901,-5.2850585189634485,-0.037937886683743,0.2831492296802486,0.0046840403634758,-9.77787989592604,-0.0135515353629816,-0.3025772813564379,-0.0391672329441085,3.14,178.06371211309212,0.3724313826200084,2.3087192695279746
20260218_175550,313,0.01,0.111,-8.282,-5.297,0.0168695652173913,-0.0223277591973244,-0.0348896321070234,0.282,-9.745,-0.292,0.0052173913043478,-0.0111672240802675,-0.0394046822742474,469207,0.1101338582536176,0.0226438168818429,-8.303023764633718,-0.0180514589249431,-5.293947613204272,-0.0373526094959568,0.2789086682850905,0.0021762665232068,-9.77935880540481,-0.0075119250893481,-0.3038721378861119,-0.0392467420428182,3.15,178.06024242952137,0.3676503790911223,2.3074079495699285
20260218_175550,314,0.01,0.145,-8.28,-5.332,0.0228695652173913,-0.0563277591973244,-0.0518896321070234,0.278,-9.806,-0.318,-0.0097826086956521,0.0038327759197324,-0.0384046822742474,469217,0.127771702537433,0.021342842054135,-8.29675346676651,-0.0154351368378086,-5.301142044469907,-0.0352606137296501,0.2784316165542217,-7.979382448947447e-05,-9.781343495900822,-0.0009659156684556,-0.303746773535427,-0.0390502141619683,3.16,178.06060300364175,0.3667087660713201,2.3061057624294548
20260218_175550,315,0.01,0.195,-8.308,-5.299,0.0248695652173913,-0.0733277591973244,-0.0598896321070234,0.285,-9.789,-0.249,-0.0117826086956521,0.0268327759197324,-0.0394046822742474,469227,0.1436306898543395,0.0198175050854572,-8.293455298987448,-0.0106290812584556,-5.305904307735844,-0.0318154088375193,0.2811925867984711,-0.0018445820230269,-9.783597398002138,0.0056933050799867,-0.3021305482567786,-0.0386316937368575,3.17,178.06375789489832,0.3691385438606233,2.3053806489624558
20260218_175550,316,0.01,0.201,-8.325,-5.27,0.0258695652173913,-0.0463277591973244,-0.0478896321070234,0.249,-9.814,-0.357,-0.0067826086956521,0.0208327759197324,-0.0384046822742474,469237,0.1564530727633448,0.0181515742275315,-8.293248904760052,-0.0038405640365076,-5.307702194690558,-0.0272993540031387,0.2863213930292535,-0.0029393808196977,-9.785903513713714,0.0120871772996476,-0.2990000258284883,-0.0380560037026258,3.18,178.06859095288098,0.37421873710795384,2.305627784227012
20260218_175550,317,0.01,0.195,-8.315,-5.28,0.0228695652173913,-0.0113277591973244,-0.0308896321070234,0.292,-9.793,-0.284,0.0042173913043478,-0.0031672240802675,-0.0384046822742474,469247,0.165399031199464,0.0164486310496771,-8.296046312752758,0.0044314612258102,-5.306264436621625,-0.0221165390903116,0.2927495750340271,-0.003257070414455,-9.788091045209164,0.017853133641487,-0.2944231168217299,-0.037395954037292,3.19,178.07402860283503,0.3810686654031241,2.3070400625681433
20260218_175550,318,0.01,0.173,-8.285,-5.383,0.0128695652173913,0.0236722408026755,-0.0118896321070234,0.336,-9.8,-0.31,0.0052173913043478,0.0018327759197324,-0.0364046822742474,469257,0.1701718220343412,0.0148294765677377,-8.301562496064713,0.013440749088256,-5.301617129362441,-0.0167617749898705,0.2993838908951316,-0.0027648628060025,-9.790046365332945,0.0226425819117975,-0.2886014993211037,-0.0367285535113198,3.2,178.0791556289021,0.3887655466967911,2.309609917794741
20260218_175550,319,0.01,0.197,-8.308,-5.288,0.0078695652173913,0.0686722408026755,0.0121103678929765,0.336,-9.772,-0.351,0.0062173913043478,0.0068327759197324,-0.0334046822742474,469267,0.1710628708391185,0.0134242678793022,-8.309328937635662,0.0222891596398654,-5.294098088031788,-0.011769044775086,0.3052796133784843,-0.001500911508824,-9.79170735352003,0.0261228269144687,-0.2818953206423117,-0.0361305448038943,3.21,178.08330717826388,0.39646867749283377,2.3131614992290315
20260218_175550,320,0.01,0.173,-8.292,-5.28,0.0118695652173913,0.0756722408026756,0.0141103678929765,0.363,-9.779,-0.267,-0.0047826086956521,0.0188327759197324,-0.0354046822742474,469277,0.1689121614728714,0.0123602047081556,-8.318712123864085,0.0300519849240626,-5.284343830401722,-0.0076492179241528,0.3097842727365828,0.0004326435407902,-9.793045639654556,0.0279902278035259,-0.2748176549273855,-0.0356737223658214,3.22,178.0861246979071,0.4035319065397416,2.3174072086326594
20260218_175550,321,0.01,0.159,-8.328,-5.276,0.0138695652173913,0.0446722408026755,0.0011103678929765,0.359,-9.782,-0.245,-0.0037826086956521,0.0318327759197324,-0.0364046822742474,469287,0.1649919583728595,0.0117469555811763,-8.328942802136215,0.0359061521958868,-5.27324471706048,-0.0048296376830753,0.3126249084743861,0.0028786602537625,-9.79404509473596,0.0279980593851643,-0.2679937047988352,-0.0354205124390556,3.23,178.08757035587195,0.4095884695864417,2.3220181137145812
20260218_175550,322,0.01,0.189,-8.332,-5.243,0.0098695652173913,0.0166722408026755,-0.0128896321070234,0.327,-9.776,-0.256,-0.0017826086956521,0.0438327759197324,-0.0374046822742474,469297,0.160831023066361,0.0116623203425032,-8.339161934301758,0.0392378891962454,-5.2618686037941576,-0.0036063643377504,0.3139210594306866,0.0056362801641978,-9.794685292356489,0.0259962499545876,-0.2620897785371389,-0.035420112759825,3.24,178.0879016951417,0.414596616348767,2.326694921207031
20260218_175550,323,0.01,0.156,-8.309,-5.305,0.0098695652173913,0.0246722408026755,-0.0108896321070234,0.304,-9.803,-0.225,0.0002173913043478,0.0398327759197324,-0.0374046822742474,469307,0.1580027676658342,0.0121402003921675,-8.34848597072053,0.0397164658990118,-5.251358435489813,-0.0041148074803525,0.3141205631809088,0.0084758838053799,-9.794935574332364,0.0219743129962755,-0.2577260450975464,-0.0357052251532276,3.25,178.08761407221235,0.41884005182420225,2.331225979611894
20260218_175550,324,0.01,0.103,-8.359,-5.285,0.0138695652173913,0.0476722408026755,-0.0088896321070234,0.279,-9.844,-0.224,0.0152173913043478,0.0288327759197324,-0.0344046822742474,469317,0.1579052476939844,0.0131624268718955,-8.35608905365335,0.0373307953829296,-5.24281187543805,-0.0063192289712557,0.3138719042301475,0.0111585515310297,-9.794760277327388,0.0160959261071843,-0.2553909243165406,-0.0362893248377699,3.26,178.08736192179097,0.42288340111059586,2.3355214793195067
20260218_175550,325,0.01,0.086,-8.389,-5.186,0.0128695652173913,0.0476722408026755,-0.0078896321070234,0.294,-9.776,-0.31,0.0272173913043478,0.0108327759197324,-0.0354046822742474,469327,0.1615637622481716,0.0146556307825969,-8.361294064720466,0.0323909714905346,-5.2371531043330215,-0.0100187135034312,0.3138603812956718,0.0134589401855868,-9.794131109280256,0.0087147443254705,-0.2553724436970109,-0.03716462197202,3.27,178.08787111441168,0.42748914552020956,2.3396180311085097
20260218_175550,326,0.01,0.132,-8.423,-5.174,0.0098695652173913,0.0386722408026755,-0.0048896321070234,0.279,-9.775,-0.264,0.0182173913043478,0.0018327759197324,-0.0374046822742474,469337,0.169486235660572,0.0164939885113563,-8.363658719719556,0.0254970949677816,-5.235011343310061,-0.0148670893103963,0.314641739067109,0.0151883215264406,-9.7930411256083,0.0003653606583441,-0.257715374964383,-0.0383012156633884,3.28,178.08985420021534,0.43350802479035655,2.343653824574992
20260218_175550,327,0.01,0.196,-8.368,-5.163,0.0208695652173913,0.0236722408026755,-0.0138896321070234,0.275,-9.777,-0.188,0.0192173913043478,-0.0111672240802675,-0.0384046822742474,469347,0.1815941003882729,0.0185081902333465,-8.363039341215872,0.0174767668113016,-5.236626232206588,-0.0204054098635485,0.316505010878259,0.0162134961708083,-9.791516803424178,-0.0082712006556128,-0.2622066350441143,-0.0396481015835772,3.29,178.09393846725882,0.44175857817715836,2.3478201109182084
20260218_175550,328,0.01,0.231,-8.376,-5.264,0.0198695652173913,0.0096722408026755,-0.0238896321070234,0.347,-9.791,-0.274,0.0222173913043478,-0.0261672240802675,-0.0404046822742474,469357,0.1972364072769551,0.0205002982284484,-8.359616784883617,0.0092937776287407,-5.241800745558055,-0.0261061412233038,0.3193879942718447,0.0164680884584963,-9.789627640585868,-0.0164235088717147,-0.268388299601887,-0.0411365003795676,3.3,178.10061346921808,0.4529121753040014,2.3522987060857456
20260218_175550,329,0.01,0.212,-8.323,-5.313,0.0258695652173913,0.0166722408026755,-0.0288896321070234,0.324,-9.823,-0.322,0.0092173913043478,-0.0211672240802675,-0.0444046822742474,469367,0.2152775826027279,0.022263321948162,-8.353877084321343,0.0019340889804597,-5.2499131597737945,-0.0314272858014302,0.3228572588473564,0.0159548593191235,-9.78749303391169,-0.0233007441588375,-0.2755965770569686,-0.0426855185771022,3.31,178.11020040291163,0.46739746948825733,2.357197066576746
20260218_175550,330,0.01,0.242,-8.362,-5.273,0.0148695652173913,0.0086722408026755,-0.0278896321070234,0.285,-9.795,-0.306,0.0082173913043478,-0.0161672240802675,-0.0434046822742474,469377,0.2342373051214752,0.0236035653252588,-8.346550106180294,-0.0037204616282104,-5.2599842592224,-0.0358726291228437,0.3261533811195819,0.0147399951999296,-9.785283792687771,-0.0281715844316047,-0.2830228408721522,-0.0442096582292672,3.32,178.1228415399718,0.48533391397371617,2.362492374002067
